DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'077902",8,19,42,56,13.8,405,1,0.2,40,332,12,20,4.9,10,2.5,8,1.7,47,11.6,321,79.3,199,49.1,0,0,32,7.9,328,81,0,0,0,0,0,0,20,4.9,206,50.9,14,3.5,24,5.9,84,20.7,1,0.2,247,61,46,11.4,179,44.2,0,0,65,16,20,4.9,32,7.9,47,11.5
"'078901",8,18.2,44,9,4.6,197,0,0,21,176,11.9,2,1,4,2,1,0.5,11,5.6,128,65,101,51.3,0,0,15,7.6,68,34.5,5,2.5,0,0,1,0.5,2,1,96,48.7,0,0,0,0,69,35,0,0,99,50.3,37,18.8,197,100,11,5.6,113,57.4,2,1,15,7.6,37,18.8
"'079901",1268,20.9,6055,2746,6.5,42364,3760,8.9,5444,31091,17.5,8205,19.4,9362,22.1,594,1.4,1854,4.4,20273,47.9,20685,48.8,129,0.3,3641,8.6,17303,40.8,313,0.7,607,1.4,109,0.3,8393,19.8,21679,51.2,18,0,49,0.1,22091,52.1,67,0.2,18360,43.3,5746,13.6,17852,42.1,1457,3.4,10306,24.3,8207,19.3,3641,8.6,5829,13.7
"'079906",49,9.9,496,305,8.6,3544,15,0.4,187,2362,7.9,382,10.8,142,4,46,1.3,226,6.4,1580,44.6,1757,49.6,0,0,121,3.4,1717,48.4,1,0,30,0.8,10,0.3,385,10.9,1787,50.4,0,0,139,3.9,1964,55.4,3,0.1,1408,39.7,520,14.7,2477,69.9,58,1.6,1599,45.1,382,10.8,121,3.4,529,14.9
"'079907",1746,17.6,9947,3774,4.7,79482,21681,27.3,9037,59673,15.1,15964,20.1,22102,27.8,782,0.9,3457,4.3,39999,50.3,38759,48.8,352,0.4,5165,6.5,21192,26.7,696,0.9,1326,1.7,361,0.5,16392,20.6,40723,51.2,2,0,2039,2.6,39483,49.7,108,0.1,33143,41.7,9687,12.2,16502,20.8,3085,3.9,10953,13.8,15976,20.1,5165,6.5,9831,12.3
"'079910",37,11.5,323,120,3.3,3640,262,7.2,397,2559,15.5,878,24.1,1466,40.3,63,1.7,30,0.8,2805,77.1,1804,49.6,4,0.1,154,4.2,1721,47.3,75,2.1,71,2,10,0.3,891,24.5,1836,50.4,0,0,44,1.2,835,22.9,2,0.1,2157,59.3,317,8.7,3633,99.8,67,1.8,112,3.1,878,24.1,154,4.2,317,8.7
"'080901",25,13.4,186,196,12.5,1568,10,0.6,106,1157,9.2,214,13.6,74,4.7,24,1.5,159,10.1,1069,68.2,760,48.5,4,0.3,104,6.6,422,26.9,25,1.6,19,1.2,4,0.3,227,14.5,808,51.5,1,0.1,81,5.2,499,31.8,0,0,839,53.5,218,13.9,1567,99.9,69,4.4,989,63.1,214,13.6,104,6.6,221,14.1
"'081902",36,16.7,216,177,10.7,1653,17,1,155,1170,13.2,109,6.6,206,12.5,33,1.8,103,6.2,1018,61.6,802,48.5,24,1.5,61,3.7,474,28.7,21,1.3,10,0.6,6,0.4,109,6.6,851,51.5,3,0.2,10,0.6,635,38.4,3,0.2,692,41.9,182,11,1174,71,99,6,848,51.3,110,6.6,61,3.7,186,11.2
"'081904",40,18.5,216,106,8.7,1213,6,0.5,129,924,14,130,10.7,127,10.5,20,1.6,116,9.6,765,63.1,607,50,10,0.8,89,7.3,386,31.8,16,1.3,2,0.2,0,0,131,10.8,606,50,8,0.7,36,3,448,36.9,1,0.1,605,49.9,191,15.7,1213,100,47,3.9,646,53.3,130,10.7,89,7.3,193,15.9
"'081905",9,15.3,59,72,13.1,551,0,0,47,425,11.1,49,8.9,63,11.4,8,1.4,14,2.5,318,57.7,267,48.5,0,0,25,4.5,136,24.7,11,2,0,0,0,0,49,8.9,284,51.5,0,0,3,0.5,233,42.3,0,0,124,22.5,56,10.2,550,99.8,18,3.3,334,60.6,49,8.9,25,4.5,57,10.3
"'081906",4,20,20,2,1.5,137,1,0.7,27,123,22,6,4.4,8,5.8,0,0,7,5.1,87,63.5,75,54.7,0,0,0,0,23,16.8,0,0,0,0,0,0,6,4.4,62,45.3,0,0,0,0,50,36.5,0,0,17,12.4,14,10.2,137,100,4,2.9,101,73.7,6,4.4,0,0,14,10.2
"'082902",16,9.4,170,74,8.2,897,3,0.3,101,719,14,45,5,2,0.2,10,1,36,4,731,81.5,434,48.4,3,0.3,57,6.4,837,93.3,122,13.6,6,0.7,0,0,45,5,463,51.6,10,1.1,2,0.2,166,18.5,0,0,610,68,163,18.2,897,100,1,0.1,54,6,45,5,57,6.3,165,18.4
"'082903",26,9.5,275,171,8.5,2018,4,0.2,152,1440,10.6,112,5.6,7,0.3,57,2.6,131,6.5,1707,84.6,1002,49.7,6,0.3,59,2.9,1905,94.4,94,4.7,6,0.3,1,0,130,6.4,1016,50.3,13,0.6,20,1,311,15.4,1,0,1310,64.9,281,13.9,2015,99.9,2,0.1,98,4.9,112,5.5,59,2.9,288,14.2
"'083901",3,6.7,45,25,5,505,0,0,62,481,12.9,121,24,18,3.6,6,1.1,17,3.4,396,78.4,257,50.9,2,0.4,26,5.1,437,86.5,10,2,12,2.4,1,0.2,124,24.6,248,49.1,69,13.7,5,1,109,21.6,0,0,363,71.9,45,8.9,505,100,3,0.6,46,9.1,121,24,26,5.1,45,8.9
"'083902",2,13.3,15,7,4.5,156,0,0,11,145,7.6,15,9.6,0,0,0,0,6,3.8,89,57.1,71,45.5,0,0,4,2.6,46,29.5,0,0,0,0,1,0.6,15,9.6,85,54.5,0,0,3,1.9,67,42.9,0,0,66,42.3,14,9,156,100,2,1.3,107,68.6,15,9.6,4,2.5,15,9.6
"'083903",52,11.6,448,205,6.8,2998,11,0.4,234,1860,12.6,540,18,26,0.9,74,2.3,244,8.1,1741,58.1,1446,48.2,8,0.3,94,3.1,1657,55.3,17,0.6,105,3.5,3,0.1,544,18.1,1552,51.8,4,0.1,3,0.1,1257,41.9,4,0.1,1471,49.1,440,14.7,2998,100,21,0.7,1276,42.6,540,17.9,94,3.1,452,15
"'084802",17,9,189,52,3.3,1571,15,1,375,1455,25.8,322,20.5,314,20,0,0,69,4.4,1263,80.4,816,51.9,11,0.7,66,4.2,836,53.2,8,0.5,11,0.7,9,0.6,334,21.3,755,48.1,0,0,29,1.8,308,19.6,4,0.3,880,56,182,11.6,1571,100,75,4.8,318,20.2,322,20.5,66,4.2,183,11.6
"'084804",2,18.2,11,4,2.4,169,2,1.2,47,177,26.6,0,0,97,57.4,0,0,1,0.6,151,89.3,101,59.8,0,0,3,1.8,50,29.6,0,0,0,0,1,0.6,0,0,68,40.2,0,0,0,0,18,10.7,0,0,5,3,8,4.7,169,100,4,2.4,15,8.9,0,0,3,1.8,8,4.7
"'084901",301,16.3,1851,762,6.2,12334,237,1.9,1319,8398,15.7,2175,17.6,1938,15.7,359,2.8,676,5.5,8191,66.4,5960,48.3,17,0.1,882,7.2,6278,50.9,143,1.2,143,1.2,56,0.5,2298,18.6,6374,51.7,0,0,485,3.9,4143,33.6,13,0.1,6323,51.3,1914,15.5,12213,99,342,2.8,3470,28.1,2175,17.6,882,7.1,1939,15.7
"'084902",148,18.2,813,379,5.9,6477,105,1.6,884,4350,20.3,1649,25.5,1519,23.5,227,3.1,250,3.9,5208,80.4,3216,49.7,28,0.4,307,4.7,3041,47,215,3.3,173,2.7,12,0.2,1592,24.6,3261,50.3,2,0,93,1.4,1269,19.6,8,0.1,3739,57.7,734,11.3,6477,100,188,2.9,1604,24.8,1649,25.4,307,4.7,742,11.4
"'084903",7,26.9,26,14,9.3,150,4,2.7,39,142,27.5,0,0,0,0,4,2.3,9,6,90,60,62,41.3,1,0.7,9,6,16,10.7,6,4,0,0,2,1.3,0,0,88,58.7,0,0,0,0,60,40,0,0,14,9.3,27,18,150,100,8,5.3,120,80,0,0,9,6,28,18.5
"'084906",347,22.6,1534,431,5.5,7816,25,0.3,1103,5457,20.2,996,12.7,2288,29.3,364,4.3,412,5.3,6485,83,3823,48.9,16,0.2,395,5.1,3602,46.1,256,3.3,18,0.2,16,0.2,1030,13.2,3993,51.1,0,0,66,0.8,1331,17,3,0,4303,55.1,1461,18.7,5235,67,354,4.5,1528,19.5,1005,12.7,395,5,1493,18.9
"'084908",48,18.8,255,103,5.6,1839,10,0.5,233,1171,19.9,129,7,698,38,42,2.1,87,4.7,1542,83.8,861,46.8,2,0.1,69,3.8,663,36.1,140,7.6,0,0,1,0.1,137,7.4,978,53.2,0,0,0,0,297,16.2,1,0.1,607,33,279,15.2,1676,91.1,73,4,393,21.4,129,7,69,3.7,281,15.3
"'084909",89,16.2,551,320,7.4,4317,29,0.7,424,3404,12.5,297,6.9,54,1.3,142,3,231,5.4,2313,53.6,2075,48.1,8,0.2,165,3.8,1155,26.8,26,0.6,5,0.1,20,0.5,298,6.9,2242,51.9,0,0,115,2.7,2004,46.4,6,0.1,2038,47.2,581,13.5,4312,99.9,90,2.1,2963,68.6,297,6.8,165,3.8,599,13.8
"'084910",925,16.3,5672,2214,5.5,40469,3535,8.7,4513,31505,14.3,5667,14,3108,7.7,600,1.4,1888,4.7,15066,37.2,19764,48.8,58,0.1,5356,13.2,13923,34.4,631,1.6,981,2.4,99,0.2,5325,13.2,20705,51.2,5,0,1349,3.3,25403,62.8,62,0.2,19184,47.4,5544,13.7,11357,28.1,1952,4.8,17790,44,5671,13.9,5359,13.2,5723,14.1
"'084911",58,7,831,720,11.6,6189,395,6.4,426,4380,9.7,176,2.8,97,1.6,23,0.4,669,10.8,732,11.8,3071,49.6,3,0,546,8.8,1297,21,0,0,34,0.5,12,0.2,188,3,3118,50.4,0,0,421,6.8,5457,88.2,12,0.2,1246,20.1,873,14.1,1312,21.2,292,4.7,4084,66,176,2.8,546,8.8,896,14.4
"'085902",30,25.2,119,56,7.6,738,1,0.1,78,598,13,68,9.2,37,5,18,2.1,51,6.9,511,69.2,363,49.2,0,0,11,1.5,456,61.8,7,0.9,2,0.3,3,0.4,68,9.2,375,50.8,0,0,4,0.5,227,30.8,0,0,241,32.7,112,15.2,738,100,36,4.9,205,27.8,68,9.2,11,1.5,115,15.5
"'085903",0,0,11,7,5.6,126,0,0,19,106,17.9,0,0,1,0.8,0,0,8,6.3,86,68.3,67,53.2,1,0.8,3,2.4,71,56.3,0,0,0,0,0,0,0,0,59,46.8,0,0,4,3.2,40,31.7,0,0,76,60.3,12,9.5,126,100,2,1.6,52,41.3,0,0,3,2.4,12,9.5
"'086024",0,0,1,0,0,22,2,9.1,6,22,27.3,0,0,0,0,0,0,0,0,0,0,15,68.2,0,0,0,0,8,36.4,0,0,0,0,0,0,0,0,7,31.8,0,0,0,0,22,100,0,0,9,40.9,4,18.2,0,0,0,0,12,54.5,0,0,0,0,4,18.2
"'086901",72,13.9,517,213,6.9,3080,20,0.6,225,2235,10.1,566,18.4,10,0.3,94,2.9,179,5.8,1853,60.2,1515,49.2,6,0.2,150,4.9,1568,50.9,13,0.4,56,1.8,2,0.1,571,18.5,1565,50.8,4,0.1,77,2.5,1227,39.8,1,0,1708,55.5,520,16.9,1929,62.6,47,1.5,1432,46.5,566,18.3,150,4.8,534,17.3
"'086902",12,16,75,46,7.9,583,0,0,35,432,8.1,16,2.7,3,0.5,11,1.8,30,5.1,215,36.9,285,48.9,0,0,42,7.2,103,17.7,7,1.2,2,0.3,0,0,17,2.9,298,51.1,0,0,17,2.9,368,63.1,0,0,219,37.6,78,13.4,583,100,11,1.9,466,79.9,16,2.7,42,7.2,79,13.5
"'087901",1,3.2,31,39,13.3,293,0,0,18,262,6.9,25,8.5,0,0,0,0,29,9.9,50,17.1,139,47.4,1,0.3,19,6.5,126,43,2,0.7,4,1.4,0,0,25,8.5,154,52.6,0,0,6,2,243,82.9,0,0,101,34.5,30,10.2,293,100,2,0.7,165,56.3,25,8.5,19,6.4,32,10.8
"'088902",32,17.4,184,166,12.7,1307,6,0.5,110,1025,10.7,15,1.1,46,3.5,41,2.9,95,7.3,663,50.7,631,48.3,3,0.2,96,7.3,615,47.1,24,1.8,0,0,4,0.3,17,1.3,676,51.7,0,0,12,0.9,644,49.3,0,0,632,48.4,182,13.9,1307,100,28,2.1,608,46.5,15,1.1,96,7.3,187,14.3
"'089901",57,13.2,431,243,9.3,2603,6,0.2,164,1746,9.4,600,23.1,205,7.9,63,2.2,203,7.8,1852,71.1,1232,47.3,11,0.4,164,6.3,1729,66.4,15,0.6,16,0.6,5,0.2,616,23.7,1371,52.7,4,0.2,22,0.8,751,28.9,2,0.1,1935,74.3,414,15.9,2603,100,23,0.9,633,24.3,600,23,164,6.3,414,15.9
"'089903",39,19.2,203,88,8.4,1045,1,0.1,100,853,11.7,205,19.6,12,1.1,24,2.1,58,5.6,871,83.3,512,49,5,0.5,92,8.8,781,74.7,29,2.8,3,0.3,2,0.2,211,20.2,533,51,5,0.5,11,1.1,174,16.7,0,0,580,55.5,200,19.1,1041,99.6,15,1.4,234,22.4,205,19.6,92,8.8,200,19.1
"'089905",5,11.4,44,6,2.1,290,0,0,48,292,16.4,85,29.3,17,5.9,15,4.4,6,2.1,277,95.5,137,47.2,0,0,11,3.8,249,85.9,27,9.3,0,0,0,0,86,29.7,153,52.8,9,3.1,2,0.7,13,4.5,0,0,218,75.2,43,14.8,290,100,2,0.7,22,7.6,85,29.3,11,3.8,43,14.8
"'090902",4,12.5,32,15,8,187,3,1.6,34,171,19.9,6,3.2,0,0,5,2.6,7,3.7,115,61.5,80,42.8,0,0,14,7.5,31,16.6,0,0,0,0,1,0.5,6,3.2,107,57.2,0,0,0,0,72,38.5,0,0,70,37.4,35,18.7,187,100,7,3.7,145,77.5,6,3.2,14,7.5,35,18.7
"'090903",4,12.1,33,21,10.6,198,0,0,14,174,8,2,1,1,0.5,0,0,16,8.1,128,64.6,93,47,0,0,0,0,33,16.7,0,0,0,0,0,0,2,1,105,53,0,0,0,0,70,35.4,0,0,46,23.2,34,17.2,198,100,11,5.6,153,77.3,2,1,0,0,34,17.2
"'090904",116,18.6,623,281,8.2,3430,16,0.5,494,2746,18,629,18.3,89,2.6,32,0.9,246,7.2,2182,63.6,1604,46.8,21,0.6,259,7.6,1693,49.4,64,1.9,21,0.6,14,0.4,641,18.7,1826,53.2,0,0,52,1.5,1248,36.4,0,0,1784,52,594,17.3,2380,69.4,86,2.5,1532,44.7,630,18.3,259,7.5,604,17.6
"'090905",0,0,9,0,0,43,0,0,9,41,22,0,0,0,0,0,0,2,4.7,4,9.3,22,51.2,0,0,0,0,11,25.6,0,0,0,0,0,0,0,0,21,48.8,0,0,0,0,39,90.7,0,0,17,39.5,10,23.3,0,0,0,0,32,74.4,0,0,0,0,10,22.7
"'091901",17,12.3,138,105,10.9,962,5,0.5,47,666,7.1,16,1.7,5,0.5,9,0.9,90,9.4,397,41.3,471,49,0,0,69,7.2,102,10.6,4,0.4,0,0,12,1.2,17,1.8,491,51,0,0,0,0,565,58.7,6,0.6,279,29,154,16,441,45.8,59,6.1,773,80.4,16,1.7,69,7.2,155,16.1
"'091902",13,13.7,95,51,9.6,532,0,0,73,490,14.9,31,5.8,7,1.3,14,2.3,49,9.2,287,53.9,231,43.4,2,0.4,19,3.6,114,21.4,5,0.9,0,0,2,0.4,33,6.2,301,56.6,0,0,29,5.5,245,46.1,0,0,152,28.6,93,17.5,297,55.8,11,2.1,398,74.8,31,5.8,19,3.5,98,18.2
"'091903",163,19.4,840,429,8.8,4855,31,0.6,619,3363,18.4,456,9.4,452,9.3,149,2.9,359,7.4,3025,62.3,2402,49.5,8,0.2,144,3,1184,24.4,44,0.9,27,0.6,73,1.5,469,9.7,2453,50.5,0,0,23,0.5,1830,37.7,0,0,2248,46.3,797,16.4,2045,42.1,511,10.5,2604,53.6,456,9.4,144,3,802,16.5
"'091905",19,8.4,225,145,11.3,1282,5,0.4,112,872,12.8,149,11.6,34,2.7,7,0.5,116,9,681,53.1,608,47.4,4,0.3,50,3.9,372,29,1,0.1,12,0.9,6,0.5,152,11.9,674,52.6,0,0,49,3.8,601,46.9,1,0.1,514,40.1,218,17,930,72.5,74,5.8,790,61.6,149,11.6,50,3.9,219,17.1
"'091906",296,22.1,1338,740,9.6,7712,221,2.9,1333,5874,22.7,2097,27.2,904,11.7,159,1.9,665,8.6,6100,79.1,3759,48.7,2,0,758,9.8,3525,45.7,393,5.1,22,0.3,60,0.8,2124,27.5,3953,51.3,3,0,0,0,1612,20.9,5,0.1,5844,75.8,1311,17,7232,93.8,524,6.8,2473,32.1,2102,27.1,758,9.8,1343,17.3
"'091907",7,7.8,90,115,16,718,1,0.1,41,657,6.2,49,6.8,1,0.1,5,0.7,59,8.2,214,29.8,364,50.7,3,0.4,60,8.4,150,20.9,4,0.6,2,0.3,3,0.4,51,7.1,354,49.3,0,0,28,3.9,504,70.2,0,0,289,40.3,100,13.9,718,100,23,3.2,540,75.2,49,6.8,60,8.3,101,14
"'091908",34,10.9,311,345,15.2,2277,57,2.5,137,1586,8.6,95,4.2,45,2,22,1,295,13,524,23,1138,50,4,0.2,109,4.8,463,20.3,3,0.1,2,0.1,15,0.7,102,4.5,1139,50,0,0,249,10.9,1753,77,1,0,576,25.3,327,14.4,594,26.1,110,4.8,1586,69.7,95,4.2,109,4.8,335,14.7
"'091909",31,10.8,287,157,9.2,1709,12,0.7,146,1226,11.9,121,7.1,14,0.8,25,1.4,103,6,937,54.8,818,47.9,9,0.5,52,3,337,19.7,44,2.6,8,0.5,25,1.5,126,7.4,891,52.1,0,0,46,2.7,772,45.2,5,0.3,727,42.5,303,17.7,1249,73.1,84,4.9,1232,72.1,121,7.1,52,3,305,17.8
"'091910",16,15,107,99,12.6,788,2,0.3,63,587,10.7,46,5.8,22,2.8,4,0.5,78,9.9,408,51.8,370,47,4,0.5,81,10.3,118,15,30,3.8,2,0.3,7,0.9,46,5.8,418,53,0,0,10,1.3,380,48.2,1,0.1,281,35.7,120,15.2,568,72.1,48,6.1,590,74.9,46,5.8,81,10.3,120,15.2
"'091913",20,11.3,177,260,17.5,1487,7,0.5,122,1131,10.8,20,1.3,3,0.2,15,1,154,10.4,552,37.1,722,48.6,2,0.1,73,4.9,135,9.1,4,0.3,0,0,31,2.1,21,1.4,765,51.4,0,0,121,8.1,935,62.9,0,0,512,34.4,186,12.5,541,36.4,113,7.6,1198,80.6,20,1.3,73,4.9,188,12.6
"'091914",26,15.6,167,116,12.3,943,6,0.6,134,771,17.4,57,6,4,0.4,8,0.8,102,10.8,409,43.4,471,49.9,5,0.5,37,3.9,176,18.7,9,1,3,0.3,3,0.3,57,6,472,50.1,0,0,59,6.3,534,56.6,2,0.2,452,47.9,157,16.6,331,35.1,51,5.4,701,74.3,57,6,37,3.9,157,16.6
"'091917",10,8.4,119,155,13.4,1157,5,0.4,71,864,8.2,63,5.4,15,1.3,7,0.6,57,4.9,241,20.8,528,45.6,8,0.7,90,7.8,233,20.1,18,1.6,2,0.2,6,0.5,65,5.6,629,54.4,0,0,53,4.6,916,79.2,2,0.2,297,25.7,130,11.2,413,35.7,41,3.5,855,73.9,63,5.4,90,7.8,131,11.3
"'091918",19,23.2,82,79,11.9,664,2,0.3,83,525,15.8,40,6,9,1.4,1,0.1,39,5.9,303,45.6,323,48.6,1,0.2,19,2.9,104,15.7,1,0.2,0,0,11,1.7,39,5.9,341,51.4,0,0,5,0.8,361,54.4,0,0,272,41,86,13,317,47.7,13,2,525,79.1,40,6,19,2.9,87,13.1
"'092801",7,43.8,16,17,12.5,136,0,0,23,107,21.5,0,0,4,2.9,0,0,6,4.4,41,30.1,74,54.4,0,0,0,0,29,21.3,0,0,0,0,2,1.5,0,0,62,45.6,0,0,2,1.5,95,69.9,0,0,104,76.5,13,9.6,0,0,5,3.7,96,70.6,0,0,0,0,13,9.6
"'092901",83,25.3,328,151,8.6,1753,11,0.6,218,1224,17.8,119,6.8,361,20.6,37,1.9,106,6,1390,79.3,845,48.2,12,0.7,102,5.8,318,18.1,15,0.9,0,0,4,0.2,125,7.1,908,51.8,2,0.1,28,1.6,363,20.7,2,0.1,727,41.5,320,18.3,1753,100,129,7.4,928,52.9,119,6.8,102,5.8,321,18.3
"'092902",54,16.9,319,413,10.8,3811,18,0.5,305,2508,12.2,902,23.7,474,12.4,84,2,283,7.4,2865,75.2,1810,47.5,24,0.6,181,4.7,1440,37.8,57,1.5,13,0.3,16,0.4,817,21.4,2001,52.5,0,0,22,0.6,946,24.8,0,0,2196,57.6,303,8,1792,47,223,5.9,1640,43,904,23.7,181,4.7,308,8.1
"'092903",222,24.2,919,491,6,8229,123,1.5,1094,5906,18.5,1923,23.4,2890,35.1,161,1.8,385,4.7,7064,85.8,3943,47.9,4,0,650,7.9,3367,40.9,35,0.4,61,0.7,41,0.5,1951,23.7,4286,52.1,2,0,82,1,1165,14.2,13,0.2,4379,53.2,904,11,8210,99.8,294,3.6,1501,18.2,1924,23.3,650,7.9,923,11.2
"'092904",103,16.1,638,309,6.7,4601,45,1,524,3016,17.4,675,14.7,1033,22.5,194,3.9,179,3.9,3220,70,2239,48.7,21,0.5,324,7,1673,36.4,21,0.5,46,1,15,0.3,724,15.7,2362,51.3,3,0.1,208,4.5,1381,30,7,0.2,1886,41,585,12.7,4601,100,294,6.4,1534,33.3,675,14.6,324,7,594,12.9
"'092906",22,11.3,195,129,8.3,1559,10,0.6,112,1161,9.6,186,11.9,46,3,31,1.9,116,7.4,817,52.4,761,48.8,5,0.3,109,7,361,23.2,1,0.1,1,0.1,6,0.4,182,11.7,798,51.2,0,0,4,0.3,742,47.6,0,0,583,37.4,203,13,1559,100,76,4.9,1060,68,186,11.9,109,7,207,13.2
"'092907",26,10.7,243,160,7.7,2066,39,1.9,160,1430,11.2,112,5.4,251,12.1,13,0.6,108,5.2,911,44.1,1045,50.6,7,0.3,119,5.8,406,19.7,6,0.3,6,0.3,13,0.6,114,5.5,1021,49.4,0,0,78,3.8,1155,55.9,1,0,719,34.8,240,11.6,948,45.9,103,5,1253,60.6,112,5.4,119,5.7,245,11.8
"'092908",22,10,221,142,9.9,1428,6,0.4,132,1044,12.6,18,1.3,45,3.2,37,2.4,115,8.1,649,45.4,673,47.1,7,0.5,126,8.8,148,10.4,3,0.2,0,0,5,0.4,18,1.3,755,52.9,0,0,132,9.2,779,54.6,3,0.2,432,30.3,222,15.5,675,47.3,83,5.8,1138,79.7,18,1.3,126,8.8,234,16.3
"'093901",15,10.7,140,84,9,933,5,0.5,63,748,8.4,35,3.8,38,4.1,7,0.7,110,11.8,400,42.9,455,48.8,0,0,57,6.1,144,15.4,8,0.9,0,0,1,0.1,35,3.8,478,51.2,8,0.9,3,0.3,533,57.1,0,0,217,23.3,138,14.8,933,100,38,4.1,707,75.8,35,3.7,57,6.1,139,14.9
"'093903",7,7.3,96,45,7.7,582,2,0.3,33,429,7.7,6,1,7,1.2,4,0.7,31,5.3,194,33.3,288,49.5,0,0,22,3.8,113,19.4,0,0,0,0,0,0,6,1,294,50.5,0,0,4,0.7,388,66.7,0,0,137,23.5,93,16,582,100,18,3.1,442,75.9,6,1,22,3.7,97,16.5
"'093904",59,11.5,511,217,7.4,2937,9,0.3,377,2344,16.1,737,25.1,494,16.8,107,3.4,252,8.6,2319,79,1438,49,13,0.4,126,4.3,1674,57,102,3.5,9,0.3,5,0.2,765,26,1499,51,2,0.1,3,0.1,618,21,7,0.2,1792,61,517,17.6,1361,46.3,50,1.7,698,23.8,737,24.8,126,4.2,520,17.5
"'093905",3,8.1,37,13,5.9,220,1,0.5,39,201,19.4,0,0,13,5.9,1,0.4,18,8.2,75,34.1,116,52.7,0,0,0,0,11,5,0,0,1,0.5,0,0,0,0,104,47.3,0,0,1,0.5,145,65.9,0,0,70,31.8,34,15.5,220,100,7,3.2,188,85.5,0,0,0,0,34,15.3
"'094901",262,23,1137,542,7.5,7197,21,0.3,1034,5414,19.1,1008,14,262,3.6,258,3.4,313,4.3,5568,77.4,3457,48,25,0.3,559,7.8,5081,70.6,91,1.3,93,1.3,11,0.2,927,12.9,3740,52,17,0.2,93,1.3,1629,22.6,8,0.1,4377,60.8,1153,16,4204,58.4,121,1.7,1693,23.5,1009,13.9,559,7.7,1164,16.1
"'094902",400,16,2495,1353,8.7,15519,278,1.8,1983,10998,18,694,4.5,1817,11.7,229,1.3,1254,8.1,5512,35.5,7592,48.9,41,0.3,1072,6.9,7250,46.7,94,0.6,141,0.9,42,0.3,676,4.4,7927,51.1,0,0,5829,37.6,10007,64.5,51,0.3,5785,37.3,2444,15.7,2304,14.8,1151,7.4,4930,31.8,694,4.5,1072,6.9,2450,15.8
"'094903",37,13.1,282,205,9.5,2169,24,1.1,154,1391,11.1,108,5,39,1.8,39,1.8,163,7.5,861,39.7,1086,50.1,18,0.8,144,6.6,908,41.9,10,0.5,0,0,1,0,117,5.4,1083,49.9,0,0,308,14.2,1308,60.3,6,0.3,771,35.5,300,13.8,700,32.3,58,2.7,1133,52.2,108,5,144,6.6,309,14.2
"'094904",36,15.3,235,122,8,1522,1,0.1,101,1041,9.7,101,6.6,29,1.9,22,1.4,133,8.7,642,42.2,730,48,31,2,112,7.4,651,42.8,6,0.4,0,0,6,0.4,109,7.2,792,52,0,0,60,3.9,880,57.8,4,0.3,487,32,255,16.8,1056,69.4,40,2.6,791,52,101,6.6,112,7.3,260,17
"'095901",22,22.9,96,85,10.2,832,1,0.1,53,656,8.1,19,2.3,14,1.7,6,0.7,60,7.2,403,48.4,415,49.9,0,0,132,15.9,425,51.1,8,1,0,0,0,0,19,2.3,417,50.1,10,1.2,14,1.7,429,51.6,0,0,419,50.4,89,10.7,830,99.8,13,1.6,379,45.6,19,2.3,132,15.8,92,11
"'095902",1,6.3,16,13,13,100,0,0,20,90,22.2,4,4,0,0,0,0,8,8,61,61,44,44,7,7,0,0,55,55,0,0,0,0,0,0,4,4,56,56,2,2,0,0,39,39,0,0,39,39,21,21,100,100,1,1,44,44,4,4,0,0,21,21
"'095903",11,15.9,69,53,9.1,584,0,0,63,468,13.5,53,9.1,14,2.4,7,1.1,26,4.5,392,67.1,280,47.9,7,1.2,5,0.9,424,72.6,1,0.2,0,0,5,0.9,53,9.1,304,52.1,0,0,5,0.9,192,32.9,2,0.3,353,60.4,60,10.3,584,100,9,1.5,130,22.3,53,9.1,5,0.9,61,10.4
"'095904",7,14.3,49,14,5.1,272,0,0,32,262,12.2,17,6.3,2,0.7,2,0.7,21,7.7,203,74.6,135,49.6,0,0,26,9.6,190,69.9,4,1.5,0,0,1,0.4,17,6.3,137,50.4,0,0,5,1.8,69,25.4,0,0,137,50.4,46,16.9,272,100,3,1.1,76,27.9,17,6.3,26,9.6,46,16.9
